block_id,txin_id,out_block_id
22381,23730,22229
22381,23722,22237
22381,23734,22241
22381,23729,22244
23134,24554,22254
23134,24549,22255
23134,24576,22260
22381,23731,22266
22381,23723,22273
23134,24566,22276
22381,23725,22313
28479,30745,22324
28479,30722,22338
23134,24522,22345
23134,24583,22354
23134,24534,22362
23134,24575,22365
23490,24965,22366
23134,24499,22368
23134,24581,22372
28479,30817,22376
28479,30819,22381
28479,30820,22381
23134,24570,22402
23490,24962,22405
23134,24523,22424
23134,24524,22426
23134,24537,22436
23134,24529,22438
23134,24561,22443
23134,24553,22448
23134,24574,22454
23134,24569,22455
23134,24541,22467
23134,24491,22477
23134,24505,22495
28479,30824,22517
23134,24512,22548
23134,24588,22549
23134,24521,22553
23134,24568,22568
23134,24525,22571
23134,24589,22590
23134,24533,22619
23446,24908,22654
23134,24587,22659
23446,24904,22671
23134,24572,22674
23446,24905,22675
23446,24903,22680
23490,24969,22687
23134,24547,22690
23446,24902,22695
23134,24511,22701
23446,24906,22702
23134,24542,22705
23134,24516,22712
28479,30690,22713
23134,24578,22728
23446,24907,22744
23134,24514,22748
24858,26523,22749
23134,24528,22759
23490,24960,22793
23446,24909,22795
23490,24963,22799
24858,26533,22804
28479,30736,22805
28479,30777,22812
23134,24532,22814
23134,24546,22817
23134,24504,22819
23134,24563,22820
28479,30842,22832
23134,24559,22833
23490,24966,22834
23134,24507,22839
24858,26514,22844
28479,30691,22863
23134,24545,22869
23134,24530,22873
23134,24531,22878
23134,24539,22888
24858,26492,22899
23490,24956,22927
23134,24555,22937
24858,26541,22938
23490,24973,22945
23490,24971,22946
23490,24972,22947
23490,24970,22971
23134,24584,22975
23490,24974,22995
28479,30763,23008
24858,26473,23012
23134,24558,23015
24858,26503,23019
23490,24976,23034
23490,24980,23070
23490,24975,23080
23490,24978,23084
24858,26530,23086
23490,24982,23093
23490,24977,23116
23490,24983,23122
23490,24979,23131
25458,27234,23134
23490,24984,23142
23490,24985,23154
23490,24981,23160
23490,24987,23174
23490,24988,23178
28479,30729,23187
23490,24986,23191
23490,24989,23199
28479,30687,23205
24858,26526,23212
28479,30805,23229
23490,24990,23232
23490,24992,23247
23490,24991,23268
23490,24993,23299
28479,30788,23301
23960,25519,23318
23656,25170,23325
23656,25169,23351
23656,25168,23368
23656,25164,23379
23656,25160,23385
23656,25172,23387
23656,25175,23388
23656,25165,23393
23656,25162,23400
23656,25177,23401
23656,25179,23403
23656,25163,23408
23656,25174,23411
23656,25178,23416
23690,25215,23422
28479,30753,23446
23656,25173,23448
23656,25161,23450
23690,25214,23454
23690,25219,23457
23690,25217,23461
23656,25167,23466
23690,25218,23469
23656,25171,23470
23960,25525,23480
23960,25548,23482
23656,25176,23485
28479,30719,23489
23656,25166,23490
23960,25524,23522
23801,25345,23528
23801,25341,23536
23801,25333,23547
23690,25216,23548
23801,25331,23560
28479,30731,23564
25458,27283,23565
23801,25336,23566
23801,25338,23571
23801,25339,23573
23801,25337,23576
23960,25522,23577
23960,25526,23581
23960,25523,23582
23801,25343,23583
23960,25520,23586
25458,27285,23590
23801,25344,23597
23801,25332,23605
23801,25346,23607
23960,25528,23609
23960,25529,23610
23960,25530,23621
23801,25340,23624
28479,30809,23634
23911,25465,23638
23911,25464,23645
23801,25335,23648
23801,25334,23649
23801,25342,23662
23960,25531,23670
23960,25521,23671
23960,25527,23681
28479,30844,23690
23960,25536,23692
24858,26477,23693
23911,25466,23702
23960,25533,23705
23911,25460,23707
23911,25467,23711
28479,30780,23716
23911,25461,23723
23911,25457,23736
23960,25532,23743
23911,25458,23744
23960,25540,23747
23960,25534,23754
23960,25535,23755
23960,25541,23760
23911,25469,23766
23911,25459,23768
23960,25542,23774
23960,25543,23778
23911,25462,23785
23960,25537,23786
23960,25544,23791
23911,25468,23797
24858,26484,23801
24187,25783,23806
23960,25545,23809
24187,25784,23810
23960,25538,23812
23911,25463,23816
24187,25777,23819
23960,25546,23821
23960,25539,23829
24187,25780,23837
24187,25785,23842
25458,27277,23844
25458,27287,23846
24187,25781,23848
24187,25779,23864
24187,25778,23867
25458,27330,23894
24187,25782,23899
24187,25776,23905
24858,26472,23911
25458,27241,23912
25074,26769,23913
23960,25547,23922
24858,26504,23923
25458,27324,23932
25458,27249,23948
24407,26017,23950
25458,27322,23956
25458,27265,24003
24858,26521,24018
28479,30733,24019
28479,30768,24021
24407,26015,24026
25536,27414,24030
24407,26011,24057
25458,27333,24062
24858,26482,24076
24407,26013,24090
24407,26007,24094
25074,26794,24103
25458,27308,24107
24407,26010,24137
28479,30689,24157
25458,27274,24158
24407,26016,24166
25536,27427,24178
25458,27315,24185
28479,30822,24187
24407,26009,24195
24407,26019,24198
25458,27297,24201
24407,26006,24205
25458,27273,24216
25458,27311,24217
25458,27238,24219
28479,30700,24225
25458,27278,24229
25074,26774,24234
25458,27316,24241
25458,27251,24244
25458,27320,24248
25458,27248,24252
25458,27284,24256
25458,27318,24257
25458,27293,24259
24407,26018,24265
24407,26014,24268
25074,26768,24270
25458,27260,24273
25458,27267,24275
25458,27291,24276
24407,26012,24284
25458,27280,24293
25458,27262,24295
25458,27331,24299
24858,26543,24301
24407,26008,24305
25074,26830,24312
25458,27276,24316
25074,26828,24320
25074,26834,24321
25074,26789,24327
25458,27239,24329
25074,26762,24332
25458,27242,24336
25074,26790,24345
25074,26806,24349
25458,27317,24351
25074,26784,24353
25074,26795,24356
25458,27246,24358
25074,26766,24360
25074,26833,24363
25074,26776,24366
25074,26800,24369
28479,30765,24370
25074,26772,24375
25074,26829,24376
25458,27250,24390
25458,27319,24394
25074,26822,24397
25536,27425,24404
25074,26788,24405
24407,26020,24407
25074,26803,24407
25536,27416,24409
25458,27314,24419
25074,26785,24422
25074,26807,24423
25458,27255,24424
25458,27310,24437
25074,26831,24438
25458,27247,24443
25458,27271,24450
25074,26826,24452
25074,26801,24457
25458,27237,24463
25074,26804,24464
25536,27424,24467
25458,27253,24468
25458,27236,24471
25458,27266,24474
25458,27243,24478
25458,27235,24480
25074,26816,24484
28479,30709,24487
25074,26787,24495
25458,27257,24497
25074,26783,24498
25458,27309,24504
25074,26819,24505
25458,27303,24508
25458,27313,24510
28479,30815,24516
25074,26827,24521
25074,26840,24524
25074,26842,24528
25536,27415,24529
25458,27292,24540
25074,26811,24548
25074,26809,24561
25536,27420,24568
25458,27252,24571
25074,26823,24580
25458,27301,24582
25074,26815,24583
25074,26778,24588
25074,26813,24594
25074,26797,24598
25536,27423,24612
25074,26799,24618
25458,27321,24622
25074,26765,24624
25458,27325,24630
25074,26777,24641
25074,26836,24644
24858,26544,24645
25074,26837,24649
28479,30847,24658
24858,26545,24671
25074,26792,24672
25074,26839,24673
28479,30748,24674
25458,27298,24679
25458,27296,24688
25536,27417,24691
25458,27286,24692
25074,26841,24697
25074,26832,24698
25074,26782,24699
25458,27328,24733
25074,26796,24736
25458,27269,24738
25536,27413,24745
25074,26817,24746
25074,26824,24754
25074,26786,24757
25074,26791,24762
25074,26763,24764
25458,27290,24770
25536,27428,24773
25458,27289,24779
25074,26780,24782
25458,27312,24783
25074,26818,24785
25458,27254,24786
25074,26820,24792
25074,26814,24795
25074,26781,24796
25458,27259,24797
31519,34401,24799
25074,26838,24801
28479,30704,24805
25074,26825,24806
25074,26764,24808
25458,27268,24812
25074,26779,24816
25458,27261,24820
28479,30692,24829
25458,27288,24832
28479,30759,24838
28479,30823,24849
25536,27422,24850
25074,26771,24857
25074,26812,24858
28479,30798,24872
25074,26767,24873
25074,26793,24885
25458,27334,24887
25458,27323,24889
25074,26821,24891
25536,27418,24893
25074,26808,24894
25074,26775,24899
25074,26835,24903
25074,26802,24907
25074,26805,24914
25074,26810,24916
25458,27282,24921
25458,27240,24923
25536,27426,24932
25458,27258,24937
25074,26773,24941
25458,27264,24951
25195,26968,24955
25074,26770,24960
25195,26966,24962
25458,27300,24964
25458,27295,24965
25195,26964,24968
25458,27275,24971
25074,26798,24993
25536,27421,24997
25458,27244,25002
25458,27307,25005
25458,27263,25015
25458,27272,25019
25195,26969,25024
25458,27299,25029
28479,30720,25039
25458,27256,25045
25458,27332,25049
25458,27245,25052
25195,26965,25057
25195,26970,25063
25458,27281,25067
25458,27327,25071
25458,27329,25072
25607,27520,25074
25607,27512,25078
25458,27294,25082
25607,27513,25083
25458,27302,25091
25458,27306,25102
25536,27419,25104
25195,26967,25107
25458,27270,25123
25607,27504,25126
25607,27528,25128
25607,27509,25139
25607,27515,25140
25458,27326,25144
25607,27508,25145
25607,27502,25153
25607,27530,25156
25607,27541,25165
25458,27305,25166
25607,27538,25167
25458,27304,25175
25607,27511,25184
25607,27539,25193
25607,27529,25195
25607,27540,25203
25458,27279,25207
39418,43579,25216
25607,27532,25220
25607,27510,25221
28479,30778,25223
39418,43416,25225
39418,43357,25236
28479,30747,25241
25607,27505,25242
25607,27534,25248
25607,27514,25264
25607,27522,25265
28479,30717,25268
39418,43551,25282
39418,43484,25291
25607,27535,25293
39418,43523,25296
25607,27525,25303
25607,27516,25306
28479,30840,25319
39418,43374,25321
39418,43730,25333
25607,27524,25344
25607,27506,25353
25607,27526,25357
25607,27523,25387
25607,27537,25411
26086,28052,25413
25607,27521,25416
25607,27527,25424
25536,27429,25425
25607,27531,25426
25607,27517,25432
25607,27518,25440
39418,43401,25444
25607,27536,25449
25607,27507,25455
25536,27430,25458
26086,28049,25460
28479,30696,25464
25607,27519,25469
25765,27705,25490
26086,28059,25504
39418,43637,25508
25607,27533,25515
25607,27503,25516
26086,28073,25520
39418,43426,25541
26086,28069,25544
39418,43491,25546
39418,43455,25548
39418,43370,25559
26086,28065,25560
25765,27700,25565
25765,27702,25574
25765,27703,25581
26086,28074,25584
28479,30833,25586
39418,43628,25605
25765,27706,25607
39418,43603,25608
26086,28045,25609
26086,28053,25613
25765,27701,25621
26086,28064,25628
39418,43492,25632
39418,43413,25633
26086,28057,25642
26086,28046,25646
26086,28072,25647
25942,27891,25664
25765,27704,25668
26086,28063,25670
25942,27885,25674
39418,43601,25678
39418,43535,25684
25942,27886,25697
25942,27893,25712
25942,27899,25717
25942,27884,25727
25942,27897,25734
26086,28055,25740
26086,28062,25741
39418,43668,25745
39418,43424,25746
26086,28066,25756
25942,27890,25765
26086,28070,25774
26086,28054,25776
25942,27892,25777
25942,27895,25780
25942,27887,25782
26086,28067,25783
25942,27894,25786
26086,28071,25793
26086,28061,25794
28479,30721,25797
25942,27888,25799
25942,27889,25802
26086,28047,25810
39418,43467,25813
26086,28056,25814
26086,28060,25819
26086,28048,25821
26111,28100,25824
39418,43648,25826
25942,27896,25829
39418,43514,25844
26111,28106,25845
39418,43563,25848
25942,27898,25849
39418,43638,25854
39418,43391,25857
26086,28058,25861
26086,28051,25862
39418,43617,25866
26086,28050,25868
26086,28068,25872
26086,28044,25873
26111,28101,25886
39418,43667,25902
26111,28108,25904
39418,43728,25908
26111,28105,25910
39418,43550,25923
39418,43591,25928
26389,28426,25942
39418,43397,25946
26389,28405,25947
28479,30791,25950
26111,28103,25954
26111,28102,25956
26111,28109,25957
26111,28104,25958
26389,28406,25973
26111,28107,25975
39418,43459,25983
26389,28421,25984
26389,28410,25986
39418,43371,25987
34377,37513,25988
39418,43498,25990
26389,28395,25992
26389,28392,25994
34377,37499,25995
26389,28425,26001
26389,28396,26007
26389,28394,26011
26389,28404,26019
34377,37464,26023
26389,28415,26024
28479,30837,26032
26389,28388,26033
26389,28397,26034
34377,37395,26036
39418,43466,26039
39418,43546,26043
34377,37526,26052
39418,43650,26053
26389,28390,26054
34377,37374,26055
26389,28416,26057
39418,43586,26070
26389,28429,26073
26389,28400,26075
39418,43454,26076
34377,37527,26079
28479,30845,26081
34377,37416,26092
28479,30769,26093
34377,37356,26096
39418,43420,26097
34377,37377,26098
39418,43479,26101
39418,43394,26102
26389,28402,26105
26389,28411,26106
39418,43452,26109
26389,28398,26111
26389,28403,26111
34377,37402,26118
26389,28418,26121
26389,28407,26126
34377,37490,26132
26389,28399,26133
34377,37396,26138
34377,37388,26140
34377,37397,26142
39418,43616,26145
39418,43396,26148
34377,37488,26152
26389,28419,26154
26389,28409,26157
39418,43585,26158
39418,43625,26162
26389,28412,26166
34377,37463,26167
39418,43538,26171
34377,37368,26173
39418,43609,26174
34377,37494,26175
26389,28417,26177
26389,28389,26181
39418,43496,26182
26389,28424,26186
26389,28428,26187
39418,43681,26188
26389,28393,26189
26389,28401,26191
34377,37452,26195
26389,28391,26199
34377,37467,26200
39418,43701,26205
39418,43689,26206
39418,43464,26207
39418,43646,26211
26389,28413,26212
26389,28423,26213
39418,43406,26214
39418,43422,26216
39418,43680,26219
39418,43478,26220
26389,28408,26221
39418,43511,26223
34377,37531,26225
26801,28875,26236
26389,28420,26238
39418,43475,26239
34377,37521,26240
26389,28414,26242
34377,37474,26243
26842,28920,26245
34377,37401,26249
34377,37359,26250
39418,43476,26251
34377,37455,26252
26797,28843,26253
39418,43353,26254
34377,37366,26255
26389,28427,26266
34377,37351,26270
26389,28422,26276
39418,43486,26277
34377,37528,26278
39418,43711,26282
39418,43428,26285
39418,43448,26288
26797,28842,26289
39418,43669,26290
26797,28847,26308
39418,43433,26309
26797,28846,26316
26797,28851,26317
39418,43631,26323
28479,30730,26325
39418,43430,26329
34377,37485,26331
39418,43474,26332
26842,28934,26343
34377,37461,26344
39418,43547,26346
26797,28857,26347
26842,28935,26349
39418,43525,26358
39418,43493,26360
26842,28938,26365
26797,28853,26366
39418,43685,26370
26842,28927,26372
26842,28933,26373
39418,43504,26388
26842,28919,26389
26801,28869,26395
39418,43608,26400
26797,28839,26405
34377,37369,26406
34377,37465,26414
26801,28871,26416
34377,37506,26418
26842,28925,26420
34377,37484,26425
26842,28937,26427
34377,37535,26437
26842,28928,26444
26842,28922,26447
34377,37364,26450
39418,43642,26451
34377,37529,26452
26842,28923,26455
26842,28931,26456
34377,37483,26457
26797,28848,26460
34377,37524,26466
26797,28854,26478
26797,28845,26482
26801,28870,26483
34377,37508,26488
39418,43613,26490
26842,28936,26497
26797,28840,26498
26842,28924,26502
34377,37459,26505
34377,37383,26510
34377,37472,26512
39418,43732,26514
34377,37519,26515
26801,28868,26517
39418,43407,26518
34377,37379,26520
26842,28932,26524
26797,28844,26525
34377,37478,26528
39418,43639,26532
39418,43561,26533
39418,43594,26537
34377,37537,26539
26797,28838,26540
26842,28930,26542
26842,28939,26543
26797,28856,26548
39418,43673,26556
26801,28873,26560
34377,37462,26564
34377,37422,26567
26797,28850,26572
26801,28874,26576
26797,28841,26577
34377,37355,26581
39418,43399,26583
26801,28867,26584
39418,43505,26589
39418,43485,26591
39418,43460,26593
34377,37405,26594
39418,43480,26612
34377,37399,26619
34377,37378,26621
34377,37381,26623
34377,37419,26624
26801,28872,26625
26797,28855,26629
26842,28929,26632
34377,37495,26635
26801,28876,26640
26842,28921,26643
26961,29061,26646
39418,43488,26652
39418,43729,26662
34377,37486,26663
27006,29116,26671
27006,29115,26672
39418,43526,26674
39418,43671,26682
34377,37536,26686
39418,43717,26687
26797,28852,26688
39418,43429,26690
34377,37453,26701
34377,37493,26703
34377,37393,26705
27006,29107,26710
26797,28849,26712
26842,28926,26717
34377,37385,26720
27006,29113,26721
39418,43716,26727
39418,43694,26729
39418,43634,26736
39418,43555,26737
39418,43451,26740
39418,43659,26750
39418,43652,26751
39418,43574,26758
39418,43489,26762
39418,43696,26763
39418,43674,26764
39418,43600,26766
39418,43487,26768
27006,29110,26771
27006,29108,26772
27006,29111,26774
39418,43421,26776
27006,29109,26777
39418,43675,26780
34377,37404,26784
39418,43503,26785
34377,37498,26786
27006,29112,26793
27496,29615,26797
39418,43519,26798
26799,28861,26799
26799,28862,26799
26799,28863,26799
26801,28866,26799
27496,29635,26799
27496,29636,26799
27496,29673,26799
27496,29676,26799
34377,37475,26799
34377,37522,26800
26801,28877,26801
27496,29637,26801
27496,29668,26801
34377,37492,26805
39418,43529,26815
27006,29114,26819
34377,37520,26825
34377,37357,26827
39418,43363,26829
26799,28860,26842
27496,29642,26842
27496,29643,26842
34377,37468,26848
34377,37394,26849
39418,43632,26866
27496,29656,26867
27496,29629,26879
27496,29657,26881
27496,29633,26882
39418,43375,26885
39418,43528,26889
39418,43453,26897
39418,43714,26901
39418,43436,26903
34377,37489,26914
39418,43517,26917
39418,43568,26925
27496,29665,26937
27496,29678,26942
27496,29672,26946
27496,29640,26948
39418,43418,26953
34377,37371,26957
39418,43543,26959
26927,29025,26961
26927,29026,26961
27496,29634,26963
34377,37497,26964
27496,29654,26966
27496,29613,26968
27496,29666,26969
39418,43618,26970
27496,29682,26972
39418,43653,26977
27496,29623,26980
39418,43636,26988
27496,29647,26990
34377,37415,26994
27496,29664,26996
27496,29649,26999
34377,37479,27003
34377,37460,27004
27496,29662,27006
27496,29626,27009
34377,37408,27011
34377,37504,27020
34377,37380,27022
39418,43438,27026
27496,29618,27027
39418,43713,27030
39418,43366,27031
39418,43557,27032
27496,29651,27033
27496,29641,27038
34377,37403,27041
34377,37482,27042
34377,37361,27045
39418,43666,27047
27496,29608,27048
34377,37516,27050
34377,37372,27054
39418,43495,27060
34377,37477,27066
27496,29628,27069
39418,43695,27071
27496,29646,27074
27496,29681,27076
39418,43513,27077
34377,37414,27080
27496,29680,27082
39418,43540,27087
39418,43553,27094
39418,43469,27095
27496,29669,27098
27496,29632,27099
34377,37512,27100
27496,29679,27101
27496,29661,27102
27496,29639,27104
27496,29674,27107
27496,29624,27110
39418,43518,27116
27496,29644,27117
27496,29617,27119
39418,43580,27121
27496,29612,27122
39418,43682,27129
39418,43373,27131
39418,43522,27135
27496,29653,27142
34377,37496,27151
39418,43604,27152
27496,29630,27154
34377,37480,27161
27496,29625,27162
39418,43457,27163
27496,29650,27165
39418,43400,27167
34377,37354,27169
39418,43655,27172
27496,29683,27173
27496,29607,27174
39418,43589,27178
27496,29620,27186
27496,29631,27187
27496,29616,27188
39418,43393,27196
28479,30831,27198
27496,29670,27203
34377,37352,27207
34377,37451,27209
27496,29609,27213
34377,37417,27215
34377,37421,27217
34377,37407,27226
27496,29611,27227
27496,29648,27238
39418,43679,27255
34377,37503,27262
27496,29671,27264
27496,29619,27265
27496,29610,27266
34377,37387,27267
39418,43573,27269
39418,43633,27274
27496,29660,27275
27496,29645,27278
27496,29675,27279
27496,29638,27283
27496,29627,27290
39418,43556,27293
39418,43549,27294
34377,37457,27295
27496,29667,27297
27496,29621,27300
39418,43583,27304
27496,29658,27305
27496,29655,27307
39418,43527,27311
27496,29622,27312
39418,43501,27314
27496,29677,27318
27496,29652,27319
27496,29659,27321
34377,37391,27324
27496,29663,27328
39418,43361,27329
27499,29687,27339
34377,37370,27348
34377,37525,27351
27499,29699,27352
27499,29698,27357
34377,37532,27358
27499,29696,27360
27499,29688,27362
39418,43515,27364
27499,29693,27366
27496,29614,27368
27499,29690,27369
39418,43509,27372
39418,43597,27373
27499,29692,27374
34377,37411,27376
39418,43559,27380
29734,32336,27384
29734,32341,27386
28748,31130,27388
29734,32265,27389
39418,43364,27396
28479,30829,27399
29734,32306,27401
29734,32278,27403
34377,37412,27404
39418,43405,27405
39072,42922,27407
34377,37510,27408
34377,37358,27412
39418,43630,27414
27499,29689,27416
28748,31126,27419
28479,30688,27422
28748,31118,27425
27499,29691,27432
29734,32413,27436
29734,32493,27439
28479,30746,27444
28748,31124,27446
34377,37515,27448
27499,29697,27460
27499,29695,27462
39418,43657,27471
39418,43640,27472
27499,29694,27473
34377,37410,27475
34377,37514,27479
39072,42913,27482
39418,43465,27483
39418,43355,27485
34377,37481,27488
39418,43619,27489
29734,32439,27493
29734,32548,27494
27499,29700,27496
39418,43629,27497
39418,43524,27502
29734,32530,27504
28748,31128,27505
34377,37386,27507
29734,32316,27508
34377,37458,27511
34377,37476,27521
29734,32455,27523
29734,32531,27525
29734,32466,27529
29734,32267,27533
29734,32416,27535
33092,36062,27537
34377,37350,27542
39418,43403,27550
29734,32426,27552
29734,32529,27554
39418,43477,27558
29734,32487,27559
39418,43554,27561
39418,43577,27565
39072,42897,27573
39418,43386,27582
28479,30734,27600
39418,43620,27602
29734,32420,27616
39418,43623,27617
39418,43627,27625
29734,32462,27635
29734,32380,27636
39418,43605,27638
28479,30841,27645
29734,32396,27646
39418,43404,27647
28479,30821,27649
29734,32449,27654
39072,42914,27659
39072,42899,27660
39072,42939,27662
39418,43565,27664
28748,31134,27665
29734,32330,27668
39418,43687,27681
29734,32409,27682
39418,43360,27687
39418,43552,27693
29734,32352,27697
29734,32553,27702
39418,43541,27705
29734,32302,27717
28748,31133,27719
39418,43539,27721
29734,32367,27723
29734,32443,27725
29734,32374,27727
39418,43468,27734
29734,32390,27737
39072,42904,27742
39418,43706,27744
39418,43566,27747
39418,43612,27748
39418,43622,27750
39418,43665,27752
39418,43450,27753
39418,43444,27755
29734,32386,27756
28748,31127,27759
29734,32563,27761
39418,43621,27764
39072,42926,27766
29734,32337,27771
29734,32369,27774
29734,32460,27775
29734,32260,27776
29734,32293,27777
29734,32429,27778
29734,32561,27779
29734,32338,27780
29734,32311,27787
29734,32521,27789
29734,32270,27793
29734,32391,27794
29734,32565,27795
39072,42923,27796
29734,32328,27800
29734,32414,27801
29734,32327,27803
29734,32403,27807
39072,42942,27813
29734,32379,27814
29734,32399,27819
29734,32261,27821
29734,32528,27827
29734,32458,27828
29734,32441,27829
29734,32393,27853
29734,32499,27855
28748,31121,27856
29734,32479,27859
28479,30834,27872
29734,32540,27876
29734,32518,27878
29734,32473,27882
39072,42903,27894
29734,32541,27895
29734,32425,27896
29734,32351,27900
29734,32355,27906
39418,43490,27907
29734,32378,27911
29734,32430,27915
29734,32503,27918
39418,43383,27926
28479,30779,27927
39418,43482,27935
29734,32459,27936
29734,32571,27946
29734,32490,27951
29734,32556,27953
29734,32475,27955
28479,30812,27956
29734,32384,27959
33092,36061,27962
29734,32417,27965
29734,32297,27967
39418,43588,27968
39072,42933,27970
29734,32324,27973
29734,32408,27975
29734,32288,27988
39418,43419,27989
29734,32372,27990
29734,32424,27996
39418,43449,28000
28479,30770,28013
39418,43456,28016
28748,31119,28017
39418,43607,28020
34377,37420,28024
29734,32520,28025
34377,37500,28026
39418,43536,28031
39418,43587,28033
39418,43358,28040
29734,32555,28051
29734,32506,28052
29734,32405,28058
29734,32558,28061
29734,32418,28063
39418,43645,28068
34377,37511,28069
39418,43512,28077
29734,32356,28078
39418,43592,28088
39418,43425,28089
39418,43365,28091
29734,32423,28095
39418,43377,28099
29734,32404,28100
29734,32285,28102
29734,32512,28104
39418,43692,28106
29734,32264,28116
29734,32353,28121
29734,32357,28135
29734,32463,28138
29734,32464,28145
29734,32360,28162
29734,32545,28163
29734,32366,28165
29734,32342,28166
29734,32394,28168
29734,32320,28172
29734,32397,28174
29734,32359,28176
29734,32515,28180
39418,43670,28184
29734,32411,28186
39418,43508,28190
28479,30836,28199
29734,32343,28201
29734,32436,28204
29734,32280,28205
28748,31122,28207
29734,32551,28216
29734,32576,28218
29734,32347,28220
29734,32308,28222
29734,32445,28227
29734,32331,28228
39418,43445,28234
29734,32507,28236
29734,32452,28240
29734,32437,28241
39418,43402,28244
29734,32332,28245
29734,32383,28254
28748,31135,28255
39418,43440,28256
29734,32444,28261
39418,43664,28263
29734,32539,28270
29734,32301,28271
29734,32432,28273
33092,36063,28278
39418,43677,28280
29734,32496,28293
39418,43578,28303
29734,32365,28306
29734,32505,28316
29734,32537,28319
29734,32371,28322
29734,32300,28327
29734,32334,28333
29734,32536,28334
29734,32281,28336
29734,32312,28337
29734,32498,28341
29734,32560,28342
29734,32431,28345
29734,32511,28348
28479,30848,28354
29734,32471,28355
29734,32567,28357
29734,32495,28360
39072,42887,28363
29734,32305,28366
28748,31129,28368
29734,32526,28370
29734,32303,28373
29734,32577,28379
29734,32543,28387
39072,42947,28398
39072,42886,28401
39072,42915,28403
29734,32534,28406
29734,32298,28412
29734,32381,28418
29734,32469,28420
29734,32307,28421
34377,37418,28424
29734,32575,28434
29734,32440,28437
29734,32470,28449
34377,37505,28452
29734,32358,28469
29734,32461,28472
34377,37538,28475
34377,37384,28477
29734,32282,28478
29734,32294,28486
34377,37362,28492
39072,42908,28495
29734,32514,28508
34377,37424,28510
39072,42934,28512
29734,32519,28521
29734,32450,28524
29734,32329,28531
34377,37487,28533
29734,32446,28537
29734,32482,28542
29734,32566,28543
29734,32407,28544
29734,32322,28547
39418,43647,28548
28748,31123,28555
29734,32345,28558
29734,32532,28574
29734,32550,28577
39072,42911,28582
28748,31131,28590
29734,32350,28595
28748,31120,28596
29734,32344,28601
29734,32415,28602
29734,32457,28605
34377,37392,28606
29734,32373,28610
29734,32465,28611
29734,32266,28621
39418,43700,28624
34377,37502,28628
34377,37491,28629
29734,32472,28635
39418,43368,28639
39072,42907,28640
39418,43463,28643
39072,42920,28645
29734,32486,28646
39072,42929,28648
28781,31169,28650
34377,37533,28652
39418,43672,28653
29734,32568,28655
34377,37353,28659
29734,32333,28661
28787,31177,28664
28986,31387,28666
34377,37390,28667
29734,32489,28668
39072,42889,28669
28748,31125,28670
34377,37530,28671
29734,32527,28673
29734,32535,28674
34377,37534,28675
39418,43376,28676
34377,37373,28678
29734,32573,28679
34377,37523,28682
29734,32287,28683
28986,31394,28685
39418,43611,28686
28986,31383,28687
34377,37456,28689
34377,37376,28690
28748,31132,28692
29734,32510,28703
29734,32419,28707
39072,42893,28708
29734,32501,28709
28986,31380,28713
29734,32284,28716
39072,42916,28717
34377,37360,28718
29734,32317,28721
39418,43584,28723
29734,32361,28724
29734,32375,28730
29734,32313,28732
29734,32422,28736
29734,32454,28737
29734,32339,28739
29734,32448,28740
29734,32421,28741
34377,37400,28742
29734,32292,28745
29126,31539,28748
29734,32309,28748
29734,32263,28756
29734,32497,28758
29734,32368,28760
39418,43378,28762
28986,31393,28765
39072,42888,28766
29734,32508,28767
39072,42949,28768
29236,31680,28769
39418,43385,28770
39072,42882,28772
34377,37363,28774
39418,43651,28777
29734,32319,28778
28986,31396,28779
29734,32382,28780
28787,31176,28781
29159,31591,28781
34377,37473,28782
28986,31386,28783
29734,32286,28785
29734,32516,28786
29159,31599,28787
29126,31538,28788
28986,31395,28789
39418,43718,28790
28986,31390,28791
39418,43442,28794
39072,42921,28795
39418,43569,28796
34377,37406,28799
29734,32522,28800
29734,32271,28803
39072,42943,28804
39418,43712,28806
28986,31382,28808
29734,32485,28809
29734,32349,28811
28986,31377,28815
39418,43658,28816
29734,32402,28817
29126,31541,28821
39418,43471,28822
39418,43599,28823
29734,32412,28827
28986,31384,28829
39072,42950,28830
28986,31392,28831
28986,31379,28834
34377,37517,28836
29734,32370,28837
28986,31385,28838
29734,32276,28842
29147,31574,28844
34377,37471,28845
34377,37409,28846
29734,32509,28847
28986,31388,28848
29159,31595,28849
39418,43624,28850
29734,32364,28857
29734,32564,28861
29734,32544,28862
34377,37367,28866
39418,43635,28868
29734,32456,28869
28986,31378,28870
29734,32283,28874
29147,31571,28875
39418,43683,28878
28986,31389,28880
29159,31594,28882
29126,31544,28883
39418,43707,28884
34377,37423,28886
29126,31540,28887
39418,43596,28888
29734,32362,28889
29734,32387,28891
29126,31546,28893
29734,32569,28894
28986,31391,28898
28986,31381,28900
29734,32290,28903
29734,32438,28904
29734,32321,28906
29155,31585,28911
39072,42881,28916
29734,32395,28917
39418,43398,28918
39418,43462,28922
29126,31547,28929
39418,43704,28932
29403,31887,28933
39418,43676,28934
29403,31898,28936
34377,37389,28938
39418,43532,28939
29734,32484,28940
29126,31543,28942
29159,31593,28943
29734,32578,28944
29403,31873,28947
29159,31597,28948
29126,31545,28951
34377,37450,28953
34377,37469,28958
29403,31867,28960
29734,32348,28962
39072,42883,28963
39418,43382,28964
29405,31911,28968
29734,32323,28969
29126,31542,28970
39418,43531,28971
